record,uuid,date,s2,s3,s4,s5r1,s5r2,s5r3,s5r4,s5r5,s5r6,s5r7,s6,s6r22oe,origcat,state,akc,alc,arc,azc,cac,coc,ctc,dec,flc,gac,hic,iac,idc,ilc,inc,ksc,kyc,lac,mac,mec,mdc,mic,mnc,moc,msc,mtc,ncc,ndc,nec,nhc,nmc,nvc,njc,nyc,ohc,okc,orc,pac,ric,scc,sdc,tnc,txc,utc,vac,vtc,wac,wic,wvc,wyc,s9,educat,s10,q1,q2,splitassignment1,pipeq3r1,pipeq3r2,pipeq3none,q3,q3r8oe,pipeq4r3,pipeq4r2,pipeq4none,q4r1,q4r2,q4r3,q4r4,q4r5,q4r6,q4r7,q4r8,q4r9,q5,q6,q7,q8r1,q8r2,q8r3,q8r4,q8r5,q8r6,q8r7,q8r8,q8r9,q8r10,q8r11,q8r12,q9,q10,q11,q12,q13,q14r1,q14r2,q14r3,q14r4,q14r5,q15,q16,q17r1,q18,q19,q20r1,q20r2,q20r3,q20r4,q20r5,q21,q71,q22,q23,q24,q25,q26,q27,q28,q29r1,q29r2,q29r3,q29r4,q29r5,q29r6,q30r1,q30r2,q30r3,q30r4,q30r5,q30r6,q30r7,q30r8,oaxaca_treatments,q31,q32,q33,q34,q35r1,q35r2,q35r3,q35r4,q35r5,q36,q37,q37r8oe,q38,q38r8oe,q39,q40,q41,q42,q43,q44,q45,q46,q47,q48,q49,q50r1,q50r2,q50r3,q50r4,q50r5,q50r6,q50r7,q50r7oe,q51,q52r1,q52r2,q52r3,q52r4,q52r5,q52r6,q52r7,q52r8,q52r9,q52r10,q52r11,q52r12,q52r13,q52r14,q72,q53a,q53b,q54,q55,q56r1,q56r2,q56r3,q56r4,q56r5,q56r6,q56r7,q56r8,q56r9,q57,q58,q59,q60,q61,q62,q63r1,q63r2,q63r3,q63r4,q63r5,q63r6,q63r7,q64,q65,q66,q67,q68r1,q68r2,q68r3,q68r4,q68r5,q68r6,q68r7,q68r8,q69r1,q69r2,q69r3,q69r4,q69r5,q69r6,q69r7,q69r8,q69r9,q69r10,q69r11,q69r12,q69r13,q69r14,q69r15,q69r16,q69r17,q69r18,q69r19,q69r20,q69r21,q69r22,q69r23,q69r24,q69r25,q69r26,q69r27,q69r28,q69r29,q69r30,q69r31,q69r32,q69r31oe,q70,vlist,qtime,vmobiledevice,vmobileos,start_date,declang,weight
3750,"0uwvsd9cb97nyw3p",01may2025 23:29:00,4,1,2,0,1,0,0,0,0,0,10,"",2,5,,,,,41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,1,2,8,2,1,1,0,0,3,"",1,0,0,3,3,2,2,2,1,3,3,2,1,,2,0,0,0,0,0,0,0,0,0,0,,1,4,4,1,4,,0,0,1,0,0,2,1,7,2,3,0,0,0,0,1,3,3,1,1,2,,2,1,4,2,2,2,2,2,2,0,1,0,0,0,0,0,0,1,2,3,3,2,0,0,0,0,1,3,3,"",,"",2,3,2,2,4,4,3,3,2,3,3,,,,,,,,"",,0,1,0,0,1,0,0,0,0,1,0,0,1,0,3,5,0,,,0,0,0,0,0,0,0,0,1,,2,4,2,1,1,0,0,0,0,0,0,1,,3,,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","94015",3,1145.36,5,6,01may2025 23:08:00,"spanish",1.392418
3777,"gxq2vwk4v1udvaqn",01may2025 23:33:00,2,1,2,0,1,0,0,0,0,0,7,"",4,5,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,2,4,10,1,1,1,0,0,4,"",1,0,0,3,3,2,2,3,2,2,2,3,3,,2,0,0,0,0,0,1,0,0,0,0,,0,5,3,3,4,,1,0,0,0,0,2,2,4,2,2,1,0,1,0,0,1,4,5,5,2,,3,1,2,2,2,2,2,2,2,0,0,0,1,0,0,0,0,2,3,3,2,2,0,0,0,1,0,3,3,"",,"",3,2,2,3,2,3,4,2,3,1,2,0,0,1,0,0,0,0,"",2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,,,0,1,0,1,0,0,0,0,0,4,2,2,2,1,2,1,0,0,0,0,0,0,,3,,3,1,0,0,0,0,0,0,0,1,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","90745",3,455.9,5,6,01may2025 23:24:00,"spanish",.7426229
3780,"aaj0mwg1nhcrntbp",02may2025 00:07:00,2,2,2,0,1,0,0,0,0,0,5,"",3,11,,,,,,,,,,106,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,2,1,22,2,2,0,1,0,6,"",0,1,0,3,2,2,2,3,2,3,2,2,,1,4,1,0,0,0,0,0,0,1,0,,0,0,5,5,5,,5,0,0,0,1,0,3,2,7,3,4,0,0,0,0,1,3,4,1,1,,3,4,2,3,3,3,3,2,1,2,0,0,0,1,1,0,0,0,3,1,1,2,5,1,0,0,0,0,5,,"",3,"",3,2,1,1,1,5,1,1,1,2,3,,,,,,,,"",,1,1,0,1,1,0,0,0,0,1,1,0,1,0,2,2,0,,,0,0,0,0,0,0,0,0,1,,3,1,2,2,4,1,0,0,0,0,0,0,2,3,,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"Hispanic","31907",3,2199.79,1,1,01may2025 23:27:00,"english",.575708
3831,"r429v9anpmn0exvs",02may2025 00:26:00,3,1,2,0,1,0,0,0,0,0,7,"",4,44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,113,,,,,,,,3,1,2,10,1,1,1,0,0,5,"",1,0,0,2,2,1,1,1,2,2,1,1,4,,2,0,0,0,0,0,1,0,0,0,0,,0,5,5,1,4,,0,0,0,1,0,2,2,7,2,2,0,0,0,0,1,2,3,4,4,2,,3,1,4,1,1,1,1,1,1,0,0,0,0,0,0,1,0,1,3,3,2,3,0,0,0,1,0,2,3,"",,"",3,2,2,3,3,3,3,3,3,1,2,0,1,0,0,0,0,0,"",2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,4,1,1,2,0,0,0,0,0,0,1,0,0,4,2,2,2,2,3,0,0,1,0,0,0,0,,2,2,,0,0,0,1,0,0,0,0,0,0,0,0,0,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","77530",3,319.97,1,1,02may2025 00:20:00,"spanish",.8487118
3832,"b16jcwj5ac9ygfcw",02may2025 00:46:00,5,2,2,0,1,0,0,0,0,0,13,"",1,44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71,,,,,,,,4,2,1,27,2,2,0,1,0,3,"",0,1,0,2,3,2,2,2,2,3,2,2,,3,2,0,0,0,0,0,0,0,0,0,,1,0,2,2,1,,2,1,0,1,0,0,2,1,7,2,3,0,0,0,0,1,3,3,2,2,,1,3,20,4,3,1,2,3,2,2,0,0,0,0,1,0,0,0,4,2,2,3,2,0,0,0,0,1,3,,"",3,"",3,1,2,2,4,3,3,4,3,1,3,,,,,,,,"",,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,5,0,,,0,0,0,0,0,0,0,0,1,,3,4,2,4,4,0,0,0,0,0,0,1,1,3,,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"Latino","79902",3,1479.96,3,2,02may2025 00:21:00,"spanish",.7829629
3866,"ygx99rcn6buuumuq",02may2025 06:48:00,5,1,2,0,1,0,0,0,0,0,15,"",2,44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,,,,,,,,5,2,1,38,1,2,0,1,0,6,"",0,1,0,3,3,2,2,3,2,2,2,3,,1,1,1,1,1,1,1,1,1,1,1,,1,0,5,5,5,,5,0,0,0,1,0,3,3,3,3,4,0,0,0,0,1,1,1,1,1,,3,1,4,1,2,3,3,2,2,2,0,0,0,1,1,0,0,0,2,1,1,2,4,1,0,0,0,0,5,,"",2,"",3,2,1,1,1,4,4,2,2,3,3,,,,,,,,"",,1,1,0,0,1,0,0,0,0,0,1,0,0,0,2,1,0,,,1,1,1,0,0,1,0,1,0,1,3,2,1,1,4,1,0,0,0,0,0,0,1,2,1,,0,0,1,0,0,0,0,0,0,0,0,0,0,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","76542",4,15983.28,3,2,02may2025 02:22:00,"english",.9837342
3897,"045sxthxk077t4py",02may2025 04:42:00,2,2,2,0,1,0,0,0,0,0,7,"",4,44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57,,,,,,,,6,3,2,6,2,1,1,0,0,4,"",1,0,0,2,2,2,2,2,2,3,3,2,2,,2,0,0,0,0,0,0,1,0,0,1,,0,5,5,5,5,,0,1,0,0,0,2,1,7,2,4,0,0,1,0,0,1,3,1,1,3,,3,3,2,2,2,2,2,2,2,0,0,1,0,0,0,0,0,2,2,3,2,3,0,0,0,1,0,2,3,"",,"",2,1,1,1,2,5,5,3,2,1,3,,,,,,,,"",,0,1,0,0,1,0,0,0,0,0,0,0,0,0,2,2,1,2,1,1,0,0,0,1,0,0,0,0,1,2,10,1,2,2,1,0,0,0,0,0,0,,3,,3,0,1,0,0,0,0,0,0,0,1,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","75061",3,1466.17,1,2,02may2025 04:17:00,"spanish",.9030715
3904,"97pws8hg0ff9avn3",02may2025 05:08:00,2,2,2,0,1,0,0,0,0,0,14,"",2,10,,,,,,,,,43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,1,4,2,1,2,0,1,0,1,"",0,1,0,2,3,2,2,2,2,3,2,2,,3,1,0,0,0,0,0,0,0,0,0,0,,1,3,3,3,,3,0,0,0,0,1,4,4,7,2,3,0,0,0,0,1,3,3,5,5,,2,2,4,5,2,1,1,2,1,2,0,0,0,0,0,0,1,0,1,3,3,3,5,0,0,0,0,1,6,,"",3,"",2,3,4,1,3,3,3,3,2,3,3,,,,,,,,"",,0,1,0,0,1,0,0,0,0,0,1,0,1,0,3,2,2,2,2,0,0,0,0,0,0,0,0,1,,4,1,2,4,3,1,0,0,0,0,0,0,,3,,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"Latino","33179",3,1299.74,1,2,02may2025 04:46:00,"spanish",1.365896
3906,"6ycwn932nzsgv70z",02may2025 05:24:00,5,2,2,0,1,0,0,0,0,0,7,"",4,10,,,,,,,,,43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,2,13,2,2,0,1,0,3,"",0,1,0,2,2,2,2,2,2,3,2,2,,4,2,0,0,0,0,0,0,0,0,0,0,,1,5,5,4,,1,0,0,0,1,0,2,1,7,1,3,0,0,0,0,1,3,3,2,2,,2,1,10,4,2,2,2,2,2,2,0,0,0,0,0,1,0,0,3,2,2,3,2,0,0,0,0,1,5,,"",3,"",2,3,2,1,3,4,4,2,1,3,3,,,,,,,,"",,1,1,0,0,1,0,1,1,1,1,1,1,1,0,3,4,0,,,0,0,0,0,0,0,0,0,1,,3,6,1,2,4,1,0,0,0,0,0,0,,1,2,,0,1,0,0,0,0,0,0,1,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","33054",3,1071.22,1,1,02may2025 05:05:00,"spanish",.910597
3909,"468d0nykwdnw1hm0",02may2025 05:26:00,6,2,2,0,1,0,0,0,0,0,7,"",4,10,,,,,,,,,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,1,1,59,2,1,1,0,0,6,"",1,0,0,3,2,2,3,2,3,3,2,2,1,,1,0,0,0,0,0,0,0,0,0,,0,1,1,1,1,3,,0,0,0,1,0,2,2,7,2,4,0,0,0,0,1,1,4,2,2,3,,1,3,4,2,3,2,3,1,1,0,0,1,0,0,1,1,0,4,1,2,1,2,0,0,0,0,1,1,3,"",,"",1,3,2,2,5,3,3,4,4,1,3,,,,,,,,"",,0,0,1,0,0,0,0,0,1,0,0,0,0,0,2,3,0,,,1,0,1,0,0,0,0,1,0,4,3,4,1,2,4,1,0,0,0,0,0,0,1,3,,3,0,0,0,0,1,0,0,0,1,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","33875",2,878.45,5,6,02may2025 05:11:00,"english",1.06426
3914,"15x0dupahxfmbu94",02may2025 06:13:00,4,2,2,0,1,0,0,0,0,0,10,"",2,34,,,,,,,,,,,,,,,,,,,,,,,,,,,82,,,,,,,,,,,,,,,,,,,,,,,,1,1,6,26,1,2,0,1,0,6,"",0,1,0,3,3,2,3,3,2,2,2,1,,4,1,0,0,0,0,0,0,0,0,0,0,,1,3,3,3,,3,0,0,0,0,1,4,4,3,3,5,0,0,0,0,1,3,4,5,5,,1,5,1,5,3,3,3,2,3,3,0,0,0,0,0,1,0,0,4,3,1,3,5,0,0,0,0,1,6,,"",9,"",3,3,4,5,5,1,1,1,1,1,3,,,,,,,,"",,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,1,1,2,3,1,0,0,0,0,0,0,0,0,4,4,13,4,3,4,0,0,0,0,0,0,1,,3,,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"","28328",3,2210.6,1,1,02may2025 05:35:00,"spanish",1.241723
3923,"ntxqcqv8as4zh97f",02may2025 06:19:00,4,2,2,0,1,0,0,0,0,0,1,"",3,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43,,,,,,,,,,,,,,,,,4,2,6,24,1,1,1,0,0,8,"Romantic relationship",1,0,0,2,3,3,3,3,3,3,2,2,2,,1,1,0,0,0,0,0,0,1,0,0,,0,5,5,5,5,,0,1,0,0,0,3,2,5,3,4,0,0,0,0,1,3,4,1,1,2,,4,5,3,2,3,3,3,2,1,0,0,1,1,1,0,0,0,1,2,2,2,3,0,0,0,0,1,3,3,"",,"",2,1,1,2,2,5,5,2,2,3,3,,,,,,,,"",,1,1,0,1,1,0,1,0,0,1,1,1,1,0,1,4,1,1,1,0,0,0,0,0,0,1,0,0,2,2,9,2,1,4,0,0,0,0,0,0,1,,2,1,,0,0,0,0,1,0,0,0,1,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","10314",3,975.57,1,2,02may2025 06:02:00,"english",.8940407
3929,"bum9h16ggqwszyga",02may2025 06:39:00,2,2,2,0,1,0,0,0,0,0,7,"",4,10,,,,,,,,,43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,2,2,4,2,1,1,0,0,4,"",1,0,0,2,2,2,2,2,2,3,2,2,1,,2,0,0,0,0,0,0,0,0,0,0,,1,5,5,5,3,,0,0,0,0,1,4,2,7,2,4,0,0,0,0,1,3,3,1,5,3,,3,21,4,3,3,3,3,1,2,0,1,0,0,0,0,0,0,3,3,5,3,4,0,0,0,0,1,6,3,"",,"",3,2,4,1,5,3,3,4,4,1,3,,,,,,,,"",,1,1,0,0,1,0,0,0,0,1,0,0,1,0,3,1,1,2,1,0,0,0,0,0,0,0,0,1,,4,1,2,4,4,1,0,0,0,0,0,0,,4,,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","33175",3,1230.65,1,1,02may2025 06:18:00,"spanish",.6622524
3930,"42zmb0hvfwb8vqq4",02may2025 06:41:00,4,2,2,0,1,0,0,0,0,0,8,"",5,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60,,,,,,,,,,,,,,,,,6,3,2,18,2,2,0,1,0,3,"",0,1,0,2,2,2,2,3,2,3,2,3,,3,2,0,0,0,0,0,0,1,0,1,0,,0,5,5,5,,4,1,0,0,0,0,2,2,7,2,4,0,0,0,0,1,2,2,2,1,,2,3,1,2,1,1,3,2,1,1,0,0,1,1,1,0,0,0,2,3,4,1,4,0,0,0,0,1,3,,"",3,"",3,2,2,1,2,3,3,2,2,1,3,,,,,,,,"",,1,1,0,1,1,0,1,0,0,1,1,1,1,0,1,2,1,2,2,0,0,0,0,0,0,0,0,1,,2,3,2,2,1,0,0,0,0,1,0,0,,3,,4,0,0,0,1,0,0,0,0,0,1,0,0,1,0,,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","10704",3,913.32,1,1,02may2025 06:26:00,"spanish",1.241723
3934,"r14hbxseyb9esqtm",02may2025 06:46:00,3,2,2,0,1,0,0,0,0,0,7,"",4,1,,37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,1,2,2,2,2,0,1,0,1,"",0,1,0,3,1,3,1,1,1,2,1,1,,4,1,0,0,0,0,0,0,0,0,0,1,,0,1,1,1,,1,0,0,0,1,0,2,1,1,1,1,0,0,0,0,1,1,1,1,2,,1,5,1,1,1,1,1,1,1,1,0,0,0,0,0,1,0,0,3,1,1,1,1,0,0,0,0,1,6,,"",3,"",1,1,4,2,5,1,3,1,1,1,3,,,,,,,,"",,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,,,0,0,0,0,1,0,0,0,0,4,1,1,1,1,4,1,0,0,0,0,0,0,,1,1,,0,0,1,1,0,0,0,0,1,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","35204",3,367.61,1,1,02may2025 06:39:00,"spanish",.6622524
3940,"19vhzn947n8ckd9q",02may2025 07:34:00,2,1,2,0,1,0,0,0,0,0,7,"",4,10,,,,,,,,,43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,3,1,21,2,1,1,0,0,6,"",1,0,0,2,2,2,2,3,2,2,2,2,4,,2,0,0,0,0,0,0,1,0,1,,1,0,2,5,2,5,,1,0,0,0,0,2,1,4,1,4,0,0,0,0,1,3,1,1,1,3,,3,14,4,1,3,2,3,1,3,1,0,1,1,0,0,0,0,4,3,4,1,4,0,0,0,1,0,4,3,"",,"",2,2,1,1,4,5,5,4,1,1,3,,,,,,,,"",,1,1,0,0,1,0,1,0,0,1,1,1,1,0,3,3,0,,,0,0,0,0,0,0,0,0,1,,3,8,2,2,2,0,0,0,0,1,0,0,1,1,2,,0,0,0,1,0,0,0,0,1,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","33179",2,958.86,1,1,02may2025 07:17:00,"spanish",.7514636
3947,"4q7n0d78q3j7zt4w",02may2025 08:38:00,6,1,2,0,1,0,0,0,0,0,8,"",5,39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45,,,,,,,,,,,,,5,2,1,43,2,1,1,0,0,1,"",1,0,0,3,3,2,3,3,2,3,2,2,2,,2,1,0,0,0,0,0,0,0,1,,0,0,5,5,5,5,,0,0,0,0,1,1,2,7,3,4,0,1,0,0,0,1,1,1,4,3,,1,3,2,2,2,2,2,2,2,0,1,0,0,0,0,0,0,2,3,3,3,3,0,0,0,0,1,5,3,"",,"",2,3,1,1,2,5,5,3,3,1,3,,,,,,,,"",,1,1,0,1,1,0,0,0,0,1,1,1,1,0,2,3,0,,,1,0,0,0,0,0,0,0,0,1,3,9,1,2,2,1,0,0,0,0,0,0,1,2,2,,0,0,0,0,0,0,1,0,0,0,0,1,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","18321",4,1196.45,5,6,02may2025 08:18:00,"english",.9393295
3957,"mqr6e2qm529aetth",02may2025 08:48:00,6,1,2,0,1,0,0,0,0,0,7,"",4,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,,,,,,,,,,,,,,,,,,7,3,1,65,1,2,0,1,0,4,"",0,1,0,2,2,2,2,3,2,3,2,2,,3,1,0,0,0,0,0,1,0,0,0,,0,0,2,4,2,,4,0,0,1,0,0,2,1,5,2,3,0,0,0,0,1,2,2,2,3,,2,1,6,3,2,2,2,2,2,2,0,0,1,0,0,1,0,0,3,4,3,2,2,0,0,0,0,1,1,,"",3,"",3,1,2,3,3,4,3,4,4,1,3,,,,,,,,"",,1,1,0,0,1,0,1,1,1,1,1,1,1,0,2,3,0,,,0,0,0,0,0,0,0,0,1,,3,11,1,2,3,0,0,0,0,0,1,0,1,3,,3,0,1,0,0,0,0,0,0,1,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","07836",2,568.57,3,1,02may2025 08:38:00,"english",.9393295
3961,"4mtb48r7ysqn16ac",02may2025 09:09:00,3,2,2,0,1,0,0,0,0,0,9,"",3,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,,,,,,,,,,,,,,,,,4,2,5,2,2,1,1,0,0,4,"",1,0,0,2,3,2,2,2,1,3,3,1,3,,3,0,0,0,0,0,0,0,1,0,0,,0,3,3,3,3,,0,0,0,0,1,2,4,7,1,5,0,0,0,0,1,3,3,5,5,2,,5,6,4,2,2,1,1,1,1,0,0,1,0,0,1,1,0,4,3,5,3,5,0,0,0,0,1,2,9,"",,"",2,3,4,5,5,1,5,1,1,3,3,,,,,,,,"",,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,,,0,0,0,0,0,0,0,0,1,,4,13,2,4,2,0,0,0,0,0,0,1,,3,,3,0,0,0,1,0,0,0,0,1,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","09111",2,587.74,3,6,02may2025 08:59:00,"spanish",.5418428
3977,"v8kp5chf6cpfgf48",02may2025 10:30:00,2,2,2,0,1,0,0,0,0,0,7,"",4,39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36,,,,,,,,,,,,,3,1,2,5,2,2,0,1,0,4,"",0,1,0,2,2,2,2,3,2,2,2,2,,2,2,0,0,0,0,0,0,1,0,0,0,,0,5,5,5,,3,1,0,0,0,0,1,2,4,2,4,0,0,0,0,1,3,3,1,1,,2,3,10,3,2,3,3,3,2,3,0,0,0,1,1,0,0,0,1,3,3,1,4,0,0,0,1,0,4,,"",3,"",2,3,2,1,2,4,5,3,2,1,3,,,,,,,,"",,1,1,0,0,1,0,1,1,1,1,1,1,1,0,3,1,0,,,1,0,0,0,0,0,0,0,0,1,1,8,2,3,1,0,0,0,0,0,0,1,,3,,3,1,0,0,0,0,0,0,0,1,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","17603",3,691.98,1,1,02may2025 10:18:00,"spanish",.8278155
3984,"pufz65n2m87use2q",02may2025 10:51:00,3,2,2,0,1,0,0,0,0,0,8,"",5,19,,,,,,,,,,,,,,,,,,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,1,1,37,2,2,0,1,0,3,"",0,1,0,3,3,3,3,3,3,3,3,3,,3,1,0,0,0,0,0,0,0,0,0,,0,1,5,4,1,,3,0,0,0,0,1,4,2,7,2,4,0,0,0,0,1,3,4,2,5,,2,3,20,4,2,2,2,2,1,2,0,0,0,0,0,1,0,0,3,5,4,3,5,0,0,0,0,1,2,,"",3,"",1,3,4,3,5,5,5,4,4,3,3,,,,,,,,"",,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,1,2,2,1,0,0,0,0,0,0,1,0,0,1,3,1,2,4,4,1,0,0,0,0,0,0,1,4,,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","70095",3,1042.1,1,1,02may2025 10:33:00,"spanish",.7036432
3989,"s7ubrc97f4jgfv8e",02may2025 11:00:00,5,1,2,0,1,0,0,0,0,0,7,"",4,10,,,,,,,,,43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,2,1,40,2,2,0,1,0,4,"",0,1,0,2,2,2,2,3,2,3,2,2,,1,2,0,0,0,0,0,0,0,0,1,,0,0,5,4,4,,2,0,1,0,0,0,2,1,5,2,3,0,0,0,0,1,1,1,1,1,,3,1,2,2,2,2,2,2,2,2,0,1,0,0,0,0,1,0,4,2,3,2,3,0,0,0,0,1,3,,"",3,"",2,2,2,2,2,4,4,4,4,1,3,,,,,,,,"",,0,0,0,0,0,0,0,1,1,0,1,0,1,0,2,2,1,2,2,0,0,0,0,0,0,0,0,1,,3,9,1,1,2,1,0,0,0,0,0,0,1,2,2,,0,1,0,0,0,0,0,0,1,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","33176",3,672.91,1,1,02may2025 10:49:00,"english",.6011709
3991,"xnfdz253w1zgn8ez",02may2025 11:18:00,6,1,2,0,1,0,0,0,0,0,19,"",6,3,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,2,3,6,2,2,0,1,0,3,"",0,1,0,2,2,2,2,2,2,3,2,2,,1,1,0,0,0,0,0,0,0,0,1,0,,0,5,5,4,,5,1,1,0,0,0,2,3,2,3,4,0,0,0,0,1,3,1,1,2,,3,2,3,2,2,2,2,2,2,2,0,1,0,0,0,0,0,0,2,2,2,2,4,0,0,0,1,0,4,,"",3,"",3,3,2,2,4,5,5,3,2,3,3,,,,,,,,"",,0,1,0,1,1,0,0,0,0,1,1,1,1,0,2,2,2,2,1,1,0,0,0,0,0,0,0,0,1,2,5,2,1,4,1,0,0,0,0,0,0,,3,,2,0,0,0,1,0,0,0,0,1,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","85017",3,1165.9,1,2,02may2025 10:57:00,"spanish",1.105093
3995,"e27k1fg50kgh6zeb",02may2025 11:53:00,6,2,2,0,1,0,0,0,0,0,8,"",5,7,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,3,1,51,2,1,1,0,0,3,"",1,0,0,2,2,2,2,2,2,2,2,2,1,,2,0,0,0,0,0,0,0,0,0,,0,1,1,1,1,1,,0,0,0,1,0,2,1,4,3,5,0,0,0,0,1,1,1,1,4,2,,3,2,2,2,2,2,2,2,2,0,0,0,0,0,1,0,0,1,5,5,1,1,0,0,0,0,1,5,9,"",,"",2,3,3,3,4,5,3,4,4,1,3,,,,,,,,"",,1,1,1,1,0,0,0,0,0,0,0,1,1,0,2,2,0,,,0,0,0,0,0,0,0,0,1,,3,4,2,1,4,0,0,0,0,1,0,0,1,1,1,,0,0,0,0,0,0,1,0,1,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","06704",3,2916.91,1,1,02may2025 11:03:00,"spanish",1.099442
