dummy,pid7,raceidentity,whiteresp,latresp,blackresp,aapiresp,sex,education,income,AM1,AM2,AM3,AM4,beingamerican,EG1,EG2,EG3,EG4,egalitarian,MT1,MT2,moraltrad,TE1,TE2,TE3,trustexperts,CB1,CB2,conspiracy,GR1,GR2,genderroles,MS1,MS2,sexism,RR1,RR2,RR3,RR4,racialresent,GE1,GE2,GE3,GE4,groupempathy,MA1,MA2,minorityadapt,BI1,BI2,BI3,immbeliefs,FT1,FT2,FT3,FT4,freetrade,UB1,UB2,usbest,trumptherm,fundamentalist_therm,muslim_therm,christian_therm,jewish_therm,feminists_therm,lg_therm,trans_therm,police_therm,ice_therm,blm_therm,metoo_therm,who_therm,nato_therm,un_therm,nra_therm,planned_parenthood_therm,cdc_therm,fauci_therm,scientists_therm,interest,follow,policetreat,policeforce,religimport,climatechange,climateregulation,preweight,postweight,abortion,gunsowned,gunpurchase,gunaccess,gunbackground,gunassaultban,gunassaultbuyback,guncontrol,whitelat,abortcourt,court_therm
1,1,1,1,0,0,0,1,5,22,1,1,1,0,3,4,4,4,4,16,0,0,0,3,4,4,3.666667,0,1,.5,3,0,1.5,0,0,0,0,0,0,0,0,4,4,4,4,4,2,0,1,0,0,0,0,3,4,0,4,2.75,2,3,2.5,0,0,100,30,100,100,100,100,70,15,100,100,80,80,80,0,100,70,100,100,3,3,7,2,1,5,7,1.842031,1.994809,4,0,3,5,7,1,7,12,1,7,50
1,5,1,1,0,0,0,0,4,,1,1,3,2,7,4,3,4,3,14,2,1,1.5,2,4,4,3.333333,1,3,2,4,3,3.5,1,0,.5,1,1,4,2,2,3,3,2,3,2.75,3,0,1.5,2,0,3,1.666667,3,2,2,2,2.25,0,4,2,85,30,90,100,95,20,95,50,45,25,10,10,50,75,40,100,50,95,75,80,1,3,7,3,2,4,6,.2773198,.2109646,4,2,2,5,7,1,1,6,1,4,75
1,1,1,1,0,0,0,1,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,2,,,.4516702,,4,0,,,,,,,1,7,
1,2,1,1,0,0,0,0,3,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,,,,,,,,,,,,,,,,,,,,,,,,1,,,.37484,,4,3,,,,,,,1,7,
1,1,1,1,0,0,0,0,3,12,3,0,3,2,8,3,0,1,2,6,3,4,3.5,2,2,3,2.333333,1,2,1.5,5,5,5,1,3,2,4,4,3,3,3.5,2,2,2,3,2.25,4,1,2.5,1,3,3,2.333333,5,4,2,2,3.25,1,4,2.5,100,40,60,70,40,40,50,50,100,50,30,15,40,60,40,40,85,30,60,60,3,3,5,2,4,2,7,.3735673,.2747491,2,0,3,1,7,1,7,12,1,4,85
1,1,4,0,0,0,1,0,4,20,1,0,1,1,3,4,4,4,3,15,1,2,1.5,4,4,4,4,0,0,0,5,2,3.5,0,1,.5,0,1,1,0,.5,2,2,3,3,2.5,2,3,2.5,1,0,0,.3333333,5,3,2,2,3,1,1,1,0,15,70,30,50,50,85,85,40,30,70,85,100,70,85,0,85,100,100,100,3,2,7,3,1,4,7,1.017633,1.018442,4,0,3,4,7,7,6,17,,6,40
1,1,1,1,0,0,0,0,5,15,1,1,2,2,6,4,3,3,4,14,3,4,3.5,1,3,3,2.333333,2,0,1,5,3,4,2,2,2,3,1,1,2,1.75,3,2,3,2,2.5,3,0,1.5,0,0,0,0,6,4,2,4,4,3,3,3,15,40,70,100,85,85,100,85,85,70,85,85,100,100,85,30,85,100,100,100,4,4,6,2,5,5,7,.3549962,.2677842,4,0,3,4,7,7,7,18,1,6,70
1,1,1,1,0,0,0,0,5,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,1,,,.6522597,,4,1,,,,,,,1,7,
1,1,2,0,0,0,0,1,3,9,2,2,3,1,8,4,4,2,4,14,2,2,2,2,3,4,3,3,0,1.5,6,3,4.5,0,0,0,0,0,0,1,.25,2,4,4,3,3.25,2,0,1,2,2,3,2.333333,3,2,2,2,2.25,0,0,0,0,85,70,85,70,85,85,85,85,85,100,,85,,,0,85,85,70,85,2,2,7,4,5,2,4,.6192552,.50164,4,0,3,5,7,7,7,18,,7,70
1,5,1,1,0,0,0,1,4,19,1,0,2,1,4,4,4,4,3,15,1,2,1.5,4,4,4,4,2,1,1.5,3,3,3,1,1,1,1,0,0,0,.25,4,4,4,4,4,1,0,.5,2,0,1,1,5,3,1,2,2.75,0,2,1,15,30,70,85,85,85,85,85,85,40,85,50,90,70,85,50,85,85,100,85,3,4,7,3,3,5,7,.5413341,.5179524,,1,3,4,7,7,6,17,1,4,40
1,7,1,1,0,0,0,0,4,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70,,,,,,,,,,,,,,,,,,,,,,,,5,,,.9555411,,1,3,,,,,,,1,1,
1,3,1,1,0,0,0,0,5,12,0,0,2,2,4,4,2,3,3,12,3,2,2.5,4,4,4,4,1,1,1,3,3,3,0,0,0,0,0,2,0,.5,2,3,3,3,2.75,3,1,2,0,0,0,0,6,4,3,4,4.25,0,,0,0,40,70,60,70,70,85,70,60,40,70,70,90,100,70,40,85,70,85,90,4,4,7,3,5,5,7,.3070347,.2471663,4,0,3,3,7,4,4,12,1,7,85
1,4,2,0,0,0,0,1,2,2,1,1,2,2,6,2,2,2,2,8,2,2,2,4,4,3,3.666667,3,2,2.5,3,5,4,3,3,3,4,0,0,4,2,4,4,4,4,4,2,2,2,2,2,2,2,3,2,2,2,2.25,0,2,1,50,0,0,50,0,0,0,50,0,,100,,,,,,,,50,50,1,3,2,1,3,1,4,.7701874,1.301613,3,0,2,5,4,4,4,9,,4,0
1,3,2,0,0,0,0,1,5,3,1,1,2,1,5,1,2,2,3,8,1,3,2,2,2,2,2,4,2,3,4,4,4,0,0,0,0,1,1,1,.75,3,3,3,3,3,1,1,1,1,1,1,1,5,3,2,2,3,0,1,.5,30,15,50,50,50,70,50,50,70,50,70,60,60,85,85,60,70,50,50,85,1,2,4,3,3,4,6,.2008522,.3202651,4,0,3,3,6,4,2,9,,4,50
1,3,1,1,0,0,0,1,2,3,3,3,3,3,12,4,1,1,4,10,1,2,1.5,2,3,4,3,3,2,2.5,5,3,4,1,3,2,4,1,1,3,2.25,0,0,2,0,.5,4,2,3,2,1,2,1.666667,5,3,2,2,3,2,2,2,,50,50,50,50,50,50,60,100,50,50,,,,50,,50,85,100,50,2,1,4,3,4,4,4,.9187289,.8704473,2,0,3,5,7,7,7,18,1,4,100
1,3,1,1,0,0,0,0,5,18,0,0,2,0,2,4,4,3,4,15,1,1,1,4,4,4,4,2,0,1,3,1,2,1,1,1,0,0,0,1,.25,4,4,4,4,4,1,0,.5,0,0,0,0,6,4,4,4,4.5,0,3,1.5,0,0,100,0,100,100,100,100,50,30,100,100,70,70,60,0,100,70,85,100,3,3,7,4,1,5,7,.6276854,.6239367,4,0,3,4,7,7,6,17,1,7,15
1,7,1,1,0,0,0,0,5,1,3,3,3,3,12,0,2,2,2,6,4,4,4,2,0,4,2,2,2,2,5,5,5,0,0,0,2,3,4,3,3,3,3,3,3,3,4,3,3.5,1,2,4,2.333333,1,0,0,4,1.25,0,3,1.5,100,50,50,100,100,40,50,50,100,100,50,50,50,50,15,100,0,15,50,20,4,4,4,2,5,1,2,.2895177,.1978092,,1,1,5,6,6,1,10,1,1,85
1,4,1,1,0,0,0,0,3,9,1,1,3,1,6,4,4,2,4,14,4,3,3.5,2,1,1,1.333333,3,2,2.5,6,6,6,0,1,.5,2,2,2,2,2,2,3,3,4,3,2,2,2,2,2,3,2.333333,3,2,2,2,2.25,2,4,3,50,85,50,100,50,0,50,50,85,50,0,,40,60,70,85,0,50,0,50,2,2,4,2,5,3,4,.3725175,.5858981,1,2,2,3,7,1,1,6,1,1,60
1,4,,,,,,,3,9,3,2,3,1,9,4,1,2,3,10,2,3,2.5,2,3,3,2.666667,2,2,2,5,3,4,0,1,.5,3,2,2,2,2.25,2,2,2,1,1.75,2,2,2,1,2,3,2,3,3,2,3,2.75,1,2,1.5,50,,,,,50,50,50,50,50,,15,,50,50,,,40,85,85,3,2,4,2,4,3,6,1.299438,1.333071,4,,2,2,7,4,4,12,,4,60
1,7,1,1,0,0,0,1,3,8,3,2,3,3,11,4,0,1,1,6,4,4,4,0,3,4,2.333333,1,2,1.5,5,4,4.5,1,2,1.5,4,4,3,3,3.5,1,2,2,3,2,4,4,4,1,1,3,1.666667,5,2,0,4,2.75,3,4,3.5,,40,30,85,100,30,40,40,100,100,0,,15,30,30,100,0,50,40,100,4,4,5,2,4,1,3,.443895,.3091882,2,2,3,3,7,1,6,11,1,4,70
1,4,1,1,0,0,0,0,2,4,3,3,3,3,12,2,2,2,2,8,1,3,2,0,1,4,1.666667,2,4,3,6,6,6,2,1,1.5,4,2,2,2,2.5,1,0,2,2,1.25,4,2,3,4,3,4,3.666667,3,2,3,0,2,3,0,1.5,100,75,0,75,50,25,25,25,75,25,0,,25,50,50,75,75,25,50,75,1,1,7,3,1,3,4,.3577575,.5821361,4,0,1,3,7,1,1,6,1,4,50
1,7,1,1,0,0,0,1,5,11,3,0,3,3,9,3,1,3,3,10,4,4,4,2,3,3,2.666667,2,3,2.5,5,5,5,1,1,1,1,3,1,1,1.5,3,2,2,3,2.5,2,1,1.5,3,3,3,3,3,2,3,4,3,1,3,2,75,90,50,90,95,30,40,25,90,90,30,25,75,60,50,60,20,60,30,60,3,2,6,3,5,4,7,.9609081,.7278078,2,1,3,3,7,6,6,16,1,1,50
1,5,1,1,0,0,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,.1846685,,4,,,,,,,,1,4,
1,5,1,1,0,0,0,0,4,6,0,0,3,3,6,4,0,2,2,8,2,2,2,1,2,2,1.666667,2,3,2.5,5,5,5,3,3,3,4,4,2,4,3.5,1,3,4,0,2,4,0,2,4,4,4,4,3,3,0,4,2.5,2,4,3,98,49,0,50,50,5,50,5,75,75,0,0,0,5,0,75,25,25,0,50,4,4,4,3,3,1,1,.770691,.6006702,,8,1,4,1,1,1,0,1,2,50
1,1,5,0,0,0,0,0,4,9,0,0,1,0,1,4,4,4,4,16,0,1,.5,4,4,4,4,2,1,1.5,6,4,5,0,0,0,3,0,3,3,2.25,2,4,4,4,3.5,2,2,2,0,0,0,0,6,4,1,3,3.5,0,2,1,0,50,100,100,100,100,100,100,100,40,100,100,100,85,100,50,100,100,100,100,4,4,7,2,5,5,7,1.790816,1.774815,4,0,3,2,7,7,7,18,,7,60
1,2,1,1,0,0,0,0,2,2,1,1,2,1,5,4,4,4,3,15,1,3,2,3,4,4,3.666667,1,1,1,3,3,3,0,1,.5,2,4,4,3,3.25,3,2,2,2,2.25,1,2,1.5,1,0,0,.3333333,5,3,1,3,3,0,3,1.5,0,40,50,40,50,50,50,50,70,40,70,60,70,60,60,40,70,85,85,85,3,3,6,3,1,4,6,.3775658,.2719189,3,0,3,4,7,7,4,15,1,6,70
1,4,6,0,0,0,0,1,3,10,1,1,2,1,5,3,2,2,3,10,1,3,2,2,2,4,2.666667,2,2,2,5,3,4,0,0,0,2,2,1,3,2,2,3,2,2,2.25,2,1,1.5,2,1,0,1,3,2,2,2,2.25,2,2,2,40,60,60,70,50,70,60,60,70,50,70,50,85,,85,70,70,85,70,70,2,2,4,4,4,4,7,1.111442,1.043593,2,0,3,3,7,2,2,8,,4,70
1,2,1,1,0,0,0,1,2,2,1,1,2,2,6,4,4,4,1,13,0,2,1,3,1,4,2.666667,1,1,1,4,3,3.5,0,0,0,0,3,1,0,1,2,3,3,2,2.5,1,1,1,1,0,1,.6666667,4,3,2,2,2.75,0,1,.5,0,70,85,80,85,70,85,85,90,50,100,70,85,50,70,40,85,85,30,85,2,2,6,3,5,2,7,.2269041,.3399905,4,0,3,3,7,7,7,18,1,6,60
1,7,1,1,0,0,0,0,2,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,,,3,,,2.007452,,4,2,,,,,,,1,4,
1,6,3,0,1,,0,0,2,8,3,2,3,2,10,2,2,1,1,6,3,2,2.5,0,1,0,.3333333,2,3,2.5,6,5,5.5,3,2,2.5,4,3,3,4,3.5,1,2,1,2,1.5,3,3,3,2,1,1,1.333333,3,2,0,4,2.25,2,0,1,100,0,30,15,50,30,40,0,70,50,15,,30,50,50,100,70,30,0,85,2,2,6,3,1,2,4,5.954046,5.319403,4,2,3,4,5,1,1,4,0,5,40
1,6,1,1,0,0,0,1,2,12,0,0,3,2,5,0,3,3,1,7,4,4,4,1,2,2,1.666667,1,4,2.5,5,6,5.5,2,2,2,3,3,4,1,2.75,2,2,2,2,2,4,2,3,3,0,1,1.333333,5,4,3,2,3.5,1,2,1.5,70,100,40,100,100,20,20,20,100,10,0,,20,50,30,90,0,10,50,60,2,2,4,2,5,1,1,4.058548,3.47544,2,0,2,2,7,7,4,15,1,4,80
1,5,1,1,0,0,0,0,5,21,0,0,3,2,5,3,1,3,3,10,4,3,3.5,1,3,3,2.333333,0,2,1,5,5,5,1,0,.5,1,1,3,1,1.5,3,3,4,2,3,3,0,1.5,1,0,3,1.333333,4,4,0,4,3,3,4,3.5,70,60,70,85,85,40,70,50,70,60,0,40,40,50,30,60,15,60,60,70,3,3,4,2,4,3,1,.3999951,.3408822,3,4,2,5,6,1,1,5,1,2,85
1,5,1,1,0,0,0,0,2,3,0,0,3,2,5,4,2,2,2,10,4,4,4,1,3,3,2.333333,2,4,3,5,3,4,1,2,1.5,3,3,2,2,2.5,3,2,3,4,3,4,1,2.5,0,0,3,1,6,3,2,2,3.25,2,4,3,100,85,15,100,85,0,50,50,85,85,0,,30,15,15,100,0,50,,60,3,3,4,3,5,2,4,.4696158,.3285639,1,0,1,5,4,1,1,3,1,1,60
1,7,3,0,1,,0,0,4,17,2,2,3,2,9,3,1,1,3,8,1,4,2.5,3,1,2,2,3,1,2,6,5,5.5,3,1,2,3,1,2,3,2.25,1,1,1,2,1.25,4,2,3,1,3,2,2,3,1,2,0,1.5,3,4,3.5,90,40,50,50,70,50,50,35,90,90,50,30,90,90,95,90,90,95,90,90,3,2,4,4,2,4,4,.7313845,.9072536,4,0,2,4,7,7,6,17,0,4,90
1,6,1,1,0,0,0,1,4,5,2,2,3,3,10,3,3,3,3,12,4,3,3.5,1,2,3,2,3,3,3,6,5,5.5,1,1,1,3,3,4,3,3.25,3,3,3,3,3,4,3,3.5,3,2,3,2.666667,3,2,0,4,2.25,2,2,2,60,50,30,100,85,70,50,40,100,70,30,,50,50,70,85,70,70,70,50,2,2,6,2,5,2,6,.8045791,1.274374,2,,2,4,6,2,1,6,1,2,60
1,7,1,1,0,0,0,0,2,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,,,5,,,1.223851,,2,2,,,,,,,1,4,
1,2,1,1,0,0,0,0,3,9,1,1,2,1,5,4,3,3,3,13,0,2,1,4,3,3,3.333333,1,1,1,5,6,5.5,0,1,.5,2,1,2,1,1.5,4,3,3,2,3,1,3,2,1,1,2,1.333333,5,4,1,4,3.5,1,3,2,15,50,60,40,75,60,50,50,70,50,60,60,65,50,70,55,70,65,75,80,3,3,6,2,1,3,6,.6313471,1.068256,3,0,2,1,7,4,4,12,1,5,50
1,4,3,0,1,,0,1,4,17,1,1,3,2,7,4,4,3,4,15,1,4,2.5,2,2,4,2.666667,2,1,1.5,6,4,5,0,0,0,2,0,1,0,.75,3,4,4,4,3.75,3,0,1.5,0,0,0,0,5,3,2,2,3,0,1,.5,0,100,100,100,100,100,100,100,85,70,100,100,100,100,100,100,100,100,85,100,3,3,7,3,5,5,7,2.055427,1.628903,4,0,2,3,7,7,7,18,0,7,100
1,1,1,1,0,0,0,1,5,18,0,0,2,2,4,4,3,4,4,15,3,1,2,3,3,4,3.333333,3,1,2,3,3,3,0,0,0,1,4,4,0,2.25,3,2,2,3,2.5,1,1,1,0,0,0,0,5,3,2,2,3,0,1,.5,0,40,85,70,85,100,85,85,40,15,85,85,50,50,50,15,85,50,85,100,2,3,7,3,2,5,7,1.200741,1.188624,4,0,3,5,7,7,7,18,1,7,50
1,5,1,1,0,0,0,0,2,12,0,0,3,2,5,4,0,2,4,10,0,0,0,4,4,4,4,0,0,0,3,3,3,1,1,1,3,3,1,3,2.5,2,3,2,1,2,3,3,3,1,0,0,.3333333,4,3,2,3,3,1,1,1,0,0,50,40,50,60,70,40,30,0,40,40,100,85,50,0,60,100,100,85,4,4,7,4,2,5,7,1.273309,.9268482,3,1,3,3,7,1,4,9,1,6,50
1,4,1,1,0,0,0,0,2,1,2,,3,2,,4,1,3,3,11,1,3,2,2,2,2,2,2,2,2,5,3,4,0,1,.5,3,2,3,3,2.75,,2,2,2,2,2,2,2,2,2,2,2,3,2,2,,2.333333,2,2,2,70,60,60,60,60,60,60,60,60,60,60,,,,60,60,,60,,50,1,2,6,3,1,2,4,.4184121,.648562,,0,2,2,4,4,4,9,1,4,60
1,7,1,1,0,0,0,1,2,5,1,1,2,2,6,2,3,3,4,12,3,2,2.5,1,3,3,2.333333,3,2,2.5,6,5,5.5,3,3,3,2,4,4,2,3,1,3,3,4,2.75,3,2,2.5,3,3,3,3,3,0,2,3,2,2,1,1.5,85,50,50,90,60,50,40,10,30,10,40,50,20,20,50,10,30,60,50,70,1,1,1,4,4,1,4,3.049893,2.956252,2,0,1,4,1,5,1,4,1,4,15
1,7,1,1,0,0,0,0,3,15,1,1,3,3,8,0,1,2,1,4,3,4,3.5,2,3,3,2.666667,2,2,2,4,4,4,1,1,1,4,4,4,2,3.5,2,3,3,4,3,4,3,3.5,1,1,2,1.333333,6,3,2,4,3.75,2,4,3,100,80,30,95,85,40,70,50,100,85,0,15,40,15,60,90,15,55,60,85,3,4,4,2,1,2,1,.6059669,.4693823,,2,2,3,7,6,1,11,1,5,75
1,1,1,1,0,0,0,0,5,22,0,0,2,0,2,4,4,4,4,16,1,1,1,4,4,4,4,2,2,2,5,3,4,0,0,0,0,0,0,0,0,4,4,3,4,3.75,0,0,0,0,0,0,0,6,4,4,4,4.5,0,3,1.5,0,0,95,95,95,95,100,100,80,10,90,85,100,90,60,0,100,85,95,100,4,3,6,2,2,5,7,.6079386,.5049239,4,0,3,5,7,7,7,18,1,7,80
1,1,3,0,1,,0,0,3,17,3,1,3,3,10,4,2,2,4,12,1,3,2,3,3,4,3.333333,1,0,.5,6,6,6,0,1,.5,2,0,2,2,1.5,4,4,2,4,3.5,4,3,3.5,2,2,2,2,3,2,1,0,1.5,2,4,3,15,50,70,70,100,50,70,70,100,80,70,50,100,90,80,20,50,100,100,100,3,3,7,3,5,5,7,2.299527,2.000787,4,4,3,5,7,7,7,18,0,6,90
1,1,2,0,0,0,0,0,1,1,3,3,3,3,12,4,4,4,4,16,1,3,2,3,4,4,3.666667,3,2,2.5,3,3,3,0,0,0,0,2,0,0,.5,0,1,0,1,.5,3,3,3,4,3,2,3,0,0,2,2,1,3,2,2.5,0,100,70,100,50,50,100,100,0,50,100,100,70,,100,0,100,100,100,100,3,3,7,5,5,2,2,1.040534,.6625426,2,0,3,5,7,7,1,12,,4,15
1,1,2,0,0,0,0,0,2,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,,,,,,,,,,,,,,,,,,,,,,,,2,,,2.157252,,3,,,,,,,,,4,
1,1,1,1,0,0,0,0,4,21,0,0,1,1,2,2,3,2,3,10,1,1,1,4,4,4,4,,3,3,4,3,3.5,,1,1,0,3,1,0,1,4,4,4,3,3.75,1,1,1,0,0,0,0,4,4,1,0,2.25,2,0,1,0,30,100,25,100,90,100,100,45,20,70,90,90,,90,10,100,95,50,95,2,3,7,3,1,5,6,3.069688,2.924943,4,0,3,5,7,7,7,18,1,6,
1,6,1,1,0,0,0,0,3,19,1,1,3,2,7,4,1,3,1,9,2,2,2,3,3,3,3,1,1,1,3,3,3,1,1,1,2,1,2,2,1.75,3,2,2,2,2.25,3,3,3,2,2,2,2,3,2,1,3,2.25,2,3,2.5,60,85,50,85,85,70,60,60,75,60,30,50,70,70,60,70,50,100,85,95,2,2,7,3,4,3,7,.9336847,.7977406,3,6,2,3,7,4,4,12,1,3,85
1,3,3,0,1,,0,1,3,8,0,0,0,1,1,4,3,3,3,13,1,2,1.5,2,2,4,2.666667,2,2,2,3,3,3,0,0,0,2,1,1,1,1.25,4,4,4,4,4,1,0,.5,0,0,2,.6666667,3,3,2,3,2.75,1,2,1.5,0,50,85,50,85,85,100,100,40,0,100,100,85,60,60,30,100,85,60,100,3,4,7,4,3,4,7,2.074093,1.81546,4,0,3,5,7,7,6,17,0,4,70
1,1,2,0,0,0,0,1,5,19,0,0,2,0,2,4,4,4,4,16,0,0,0,4,3,4,3.666667,1,0,.5,3,0,1.5,0,0,0,0,0,0,0,0,4,4,4,4,4,0,0,0,0,0,0,0,6,4,2,2,3.5,0,1,.5,0,0,100,60,100,85,100,100,60,0,100,85,85,85,100,0,100,85,100,100,4,3,7,4,4,5,7,.7753245,.7791435,4,0,3,5,7,7,7,18,,7,15
1,7,1,1,0,0,0,0,2,3,3,2,3,3,11,4,2,3,3,12,2,3,2.5,2,2,1,1.666667,4,4,4,5,5,5,1,2,1.5,4,4,3,2,3.25,1,1,2,3,1.75,3,3,3,1,2,4,2.333333,3,3,1,4,2.75,2,4,3,100,,15,100,100,,100,100,100,100,0,,30,40,50,100,85,30,0,70,3,2,3,2,1,2,2,.2072158,.1479031,4,0,2,4,6,4,1,8,1,4,70
1,1,,,,,,0,2,13,1,1,3,1,6,2,0,2,4,8,2,3,2.5,2,2,3,2.333333,3,2,2.5,3,3,3,0,1,.5,2,2,2,2,2,2,2,2,3,2.25,2,2,2,2,2,2,2,3,3,1,2,2.25,2,2,2,0,0,100,0,100,100,100,100,60,100,100,100,70,100,100,100,100,50,50,100,1,2,7,4,1,4,7,.1938598,.1560811,4,4,2,4,7,1,1,6,,4,100
1,7,1,1,0,0,0,0,2,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85,,,,,,,,,,,,,,,,,,,,,,,,4,,,.5244211,,,4,,,,,,,1,2,
1,4,1,1,0,0,0,0,3,10,2,2,2,2,8,4,2,2,3,11,3,2,2.5,0,2,4,2,1,2,1.5,5,3,4,1,1,1,3,3,3,3,3,3,2,2,2,2.25,3,3,3,1,2,2,1.666667,3,2,1,2,2,3,4,3.5,60,65,50,80,80,65,50,50,80,55,30,50,70,70,50,70,50,70,80,80,2,2,5,2,3,3,6,.7280849,1.110155,4,0,2,3,6,6,4,13,1,6,75
1,1,1,1,0,0,0,1,3,16,2,1,3,3,9,3,4,4,2,13,1,3,2,2,4,4,3.333333,3,3,3,5,4,4.5,0,0,0,1,1,3,3,2,4,4,4,4,4,2,2,2,3,2,1,2,3,3,2,2,2.5,3,2,2.5,0,50,50,85,85,70,100,100,85,50,70,85,70,60,100,30,50,70,85,85,3,3,5,2,5,5,7,.4435659,.3770255,3,2,3,4,7,4,2,10,1,7,50
1,5,1,1,0,0,0,1,2,4,2,2,3,3,10,3,1,2,1,7,4,4,4,1,2,3,2,3,4,3.5,3,3,3,1,1,1,4,4,4,2,3.5,2,1,1,3,1.75,4,2,3,3,2,2,2.333333,3,2,0,4,2.25,3,4,3.5,100,60,50,100,50,50,50,30,85,85,40,30,,85,60,100,85,100,85,85,3,3,4,2,5,1,4,3.870479,3.957261,3,,2,5,7,4,4,12,1,2,60
1,1,1,1,0,0,0,0,2,18,3,3,3,2,11,4,3,3,3,13,0,3,1.5,0,2,2,1.333333,2,2,2,6,3,4.5,2,2,2,1,1,1,1,1,4,3,3,3,3.25,3,1,2,2,2,2,2,3,2,2,2,2.25,2,1,1.5,0,,100,100,100,85,100,100,100,30,100,,,,,85,100,40,40,55,1,2,7,2,1,2,6,1.302228,1.400766,4,0,3,3,7,1,6,11,1,5,55
1,4,4,0,0,0,1,1,5,18,1,1,3,2,7,4,3,1,3,11,0,4,2,4,4,4,4,3,2,2.5,5,4,4.5,1,3,2,3,0,1,3,1.75,3,2,3,3,2.75,4,0,2,0,1,1,.6666667,6,4,2,3,3.75,1,3,2,30,50,50,85,85,70,60,70,70,70,85,,85,70,85,40,85,85,100,100,3,3,7,4,3,4,7,.577966,.5037631,2,0,3,5,7,7,7,18,,6,60
1,7,1,1,0,0,0,0,4,20,2,2,3,3,10,1,1,1,4,7,1,3,2,2,2,3,2.333333,1,2,1.5,5,5,5,1,1,1,3,1,1,2,1.75,2,2,3,3,2.5,4,0,2,3,2,3,2.666667,3,4,3,4,3.5,2,4,3,75,50,50,85,50,20,85,85,85,50,0,15,,50,50,85,50,60,70,85,2,2,4,2,3,2,6,1.322439,1.248578,1,5,2,4,7,1,1,6,1,5,85
1,4,1,1,0,0,0,0,4,19,2,1,2,2,7,4,3,3,3,13,3,3,3,2,4,4,3.333333,0,0,0,3,3,3,0,1,.5,3,1,3,1,2,2,2,2,2,2,3,1,2,1,1,1,1,6,4,1,3,3.5,1,2,1.5,0,50,50,100,85,40,60,60,100,85,50,,100,70,70,0,50,100,100,100,3,2,5,2,5,3,6,.711012,.5816208,3,1,2,3,5,7,4,13,1,4,100
1,5,1,1,0,0,0,0,5,21,0,0,3,3,6,4,2,4,3,13,0,4,2,2,4,4,3.333333,3,2,2.5,6,3,4.5,2,0,1,4,1,4,4,3.25,3,3,3,4,3.25,4,2,3,0,2,2,1.333333,3,4,2,2,2.75,0,4,2,60,60,50,70,85,75,90,75,95,85,0,50,40,70,40,60,50,100,100,90,4,3,7,3,3,5,6,.6570213,.5612876,4,2,3,4,7,1,1,6,1,5,70
1,3,1,1,0,0,0,1,3,21,1,0,3,1,5,4,3,3,3,13,1,1,1,4,2,3,3,2,2,2,3,3,3,0,0,0,1,0,1,0,.5,2,2,2,2,2,2,2,2,2,1,2,1.666667,3,2,1,3,2.25,0,4,2,0,60,85,100,85,100,85,70,85,0,100,100,85,70,85,60,100,85,85,70,3,2,7,3,4,3,7,.8309354,.8001965,4,0,3,3,7,7,7,18,1,7,60
1,4,1,1,0,0,0,1,4,10,1,0,1,1,3,3,1,4,4,12,1,3,2,2,3,4,3,2,2,2,3,3,3,0,0,0,1,0,1,1,.75,2,3,3,3,2.75,1,2,1.5,1,1,1,1,5,2,2,2,2.75,1,2,1.5,0,50,50,60,85,60,50,50,80,40,60,50,50,50,50,40,50,60,60,60,3,2,7,3,5,4,7,.5385144,.468168,4,1,3,4,7,6,7,17,1,5,60
1,3,3,0,1,,0,0,4,1,0,0,1,1,2,4,4,4,4,16,0,0,0,2,2,4,2.666667,3,2,2.5,6,3,4.5,0,1,.5,0,0,1,0,.25,4,4,4,3,3.75,0,0,0,0,0,0,0,3,3,1,4,2.75,0,1,.5,0,0,70,15,40,85,100,100,15,0,100,100,85,50,60,0,100,60,40,100,4,4,7,5,1,5,7,.4054271,.5013006,4,0,3,5,7,7,6,17,0,7,30
1,5,1,1,0,0,0,0,3,21,1,1,2,2,6,1,3,2,2,8,2,2,2,2,0,3,1.666667,2,1,1.5,6,3,4.5,0,1,.5,3,3,3,1,2.5,2,2,2,2,2,2,2,2,0,1,1,.6666667,5,2,0,4,2.75,0,3,1.5,60,50,50,50,50,50,50,50,60,70,0,50,50,50,50,85,85,50,100,85,2,2,5,3,2,2,4,1.903817,2.098716,4,0,2,3,6,1,1,5,1,4,50
